"","Species","Distrib","NorthernLatitude","SouthernLatitude","WesternLongitude","EasternLongitude","LifeSpan","DemersPelag","DepthShallow","DepthDeep","Migratory","FertilizationType","SpawningFreq","FoodTroph","SpawningGround","Spawningarea","MaturityAge","MaturityLocality"
"1017","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4,"southern North Sea"
"1018","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1019","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1020","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1021","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1022","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"1023","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"1024","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"1025","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1026","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1027","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1028","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1029","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"southern North Sea"
"1030","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"North Sea"
"1031","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4,"southern North Sea"
"1032","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1033","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1034","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1035","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1036","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"southern North Sea"
"1037","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"North Sea"
"1038","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4,"southern North Sea"
"1039","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1040","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1041","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1042","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1043","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"southern North Sea"
"1044","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"North Sea"
"1045","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4,"southern North Sea"
"1046","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1047","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1048","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1049","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1050","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"1051","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"1052","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"1053","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1054","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1055","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1056","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1057","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"southern North Sea"
"1058","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"North Sea"
"1059","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4,"southern North Sea"
"1060","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1061","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1062","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1063","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1064","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"southern North Sea"
"1065","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"North Sea"
"1066","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4,"southern North Sea"
"1067","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1068","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1069","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1070","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1071","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"southern North Sea"
"1072","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"North Sea"
"1073","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4,"southern North Sea"
"1074","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1075","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1076","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1077","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1078","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"1079","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"1080","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"1081","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1082","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1083","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1084","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1085","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"southern North Sea"
"1086","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"North Sea"
"1087","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4,"southern North Sea"
"1088","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1089","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1090","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1091","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1092","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"southern North Sea"
"1093","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"North Sea"
"1094","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4,"southern North Sea"
"1095","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1096","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1097","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1098","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1099","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"southern North Sea"
"1100","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"North Sea"
"1101","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4,"southern North Sea"
"1102","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1103","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1104","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1105","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1106","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"1107","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"1108","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"1109","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1110","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1111","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1112","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1113","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"southern North Sea"
"1114","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"North Sea"
"1115","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4,"southern North Sea"
"1116","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1117","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1118","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1119","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1120","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"southern North Sea"
"1121","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"North Sea"
"1122","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4,"southern North Sea"
"1123","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1124","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1125","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1126","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1127","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"southern North Sea"
"1128","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"North Sea"
"1129","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4,"southern North Sea"
"1130","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1131","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1132","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1133","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1134","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"1135","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"1136","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"1137","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1138","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1139","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1140","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
